action,advpnsc,assignip,cookies,date,desc,dir,dst_host,duration,error_num,espauth,esptransform,eventtime,exch,fctuid,group,in_spi,init,level,locip,locport,logdesc,logid,mode,msg,nextstat,out_spi,outintf,peer_notif,phase2_name,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,spi,srccountry,stage,status,subtype,time,tunnelid,tunnelip,tunneltype,type,tz,user,useralt,vd,version,vpntunnel,xauthgroup,xauthuser
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721331528790807095,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,20:38:48,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721331528401640650,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,20:38:48,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,c6f689df9825970a/023e9ebcfb86c0c1,2024-07-18,,,,279595,,,,1721331525528516814,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,294774376,,41.111.161.37,14514,,,398893107,,,Algeria,,,vpn,20:38:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
tunnel-stats,0,N/A,c6f689df9825970a/023e9ebcfb86c0c1,2024-07-18,,,,278995,,,,1721330925529114516,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,294565016,,41.111.161.37,14514,,,398681949,,,Algeria,,,vpn,20:28:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330564531989300,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:44,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721330564531882170,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:44,0,,ssl-web,event,+0100,program,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330563850176437,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330563463106452,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330562576446759,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:42,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721330562576333962,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:42,0,,ssl-web,event,+0100,private,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330561901350617,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:41,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330561554444909,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:22:41,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330405560885092,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:20:05,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721330405560766866,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:20:05,0,,ssl-web,event,+0100,profile,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330404496151762,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:20:04,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330404117032664,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:20:04,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,c6f689df9825970a/023e9ebcfb86c0c1,2024-07-18,,,,278395,,,,1721330325528938968,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,294337432,,41.111.161.37,14514,,,398519608,,,Algeria,,,vpn,20:18:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330323816409181,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:18:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721330323816299291,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:18:43,0,,ssl-web,event,+0100,sample,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330321624177590,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:18:41,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330321244081374,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:18:41,0,,ssl,event,+0100,N/A,,root,,,,
negotiate,0,N/A,c9832c40b1d51852/0000000000000000,2024-07-18,,inbound,,,,,,1721330308539380595,,N/A,N/A,,remote,error,41.106.128.163,4500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,103.214.4.206,45939,ERROR,responder,,,,Netherlands,1,failure,vpn,20:18:28,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,c9832c40b1d51852/0000000000000000,2024-07-18,,,,,,,,1721330308539370953,,N/A,N/A,,,error,41.106.128.163,4500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,103.214.4.206,45939,,,,,,,,negotiate_error,vpn,20:18:28,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330166942132337,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:16:06,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721330166942013876,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:16:06,0,,ssl-web,event,+0100,pierre,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330166538920344,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:16:06,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330166179798442,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:16:06,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330108414933267,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721330108414826462,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:08,0,,ssl-web,event,+0100,hospital,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330107990273783,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:07,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330107295764848,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:07,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330103643247231,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721330103643133849,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:03,0,,ssl-web,event,+0100,hospitality,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330103272279493,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721330102840668260,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:15:02,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,c6f689df9825970a/023e9ebcfb86c0c1,2024-07-18,,,,277795,,,,1721329725531097009,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,294055992,,41.111.161.37,14514,,,398295311,,,Algeria,,,vpn,20:08:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329712752854469,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:08:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721329712752745129,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:08:32,0,,ssl-web,event,+0100,protect,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329712358816608,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:08:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329711948656130,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:08:31,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329704216003153,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:24,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329703914702538,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:23,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329703914680610,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:23,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329703480321428,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:23,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329702552861168,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:22,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721329702552756141,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:22,0,,ssl-web,event,+0100,volunteer,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329702126517366,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:22,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329701748416756,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:08:21,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329664361843934,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:07:44,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721329664361742735,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:07:44,0,,ssl-web,event,+0100,files,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329663949761598,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:07:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329663579466150,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:07:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329520844074240,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:05:20,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721329520843958940,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:05:20,0,,ssl-web,event,+0100,phoenix,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329520163213573,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:05:20,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329519494307315,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.47,,,,,,,Russian Federation,,,vpn,20:05:19,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329492954379599,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:04:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721329492954279245,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:04:52,0,,ssl-web,event,+0100,server,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329492500455298,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:04:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329491801018460,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:04:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329323067602123,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329322791460238,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329322791439311,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329322300586285,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329321920435141,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721329321920336491,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:01,0,,ssl-web,event,+0100,secretary,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329321492700254,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721329321492597745,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:01,0,,ssl-web,event,+0100,officer,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329321174445297,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329321074531513,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329320763811977,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:00,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721329320675459323,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,20:02:00,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,c6f689df9825970a/023e9ebcfb86c0c1,2024-07-18,,,,277195,,,,1721329125524208372,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,293635112,,41.111.161.37,14514,,,397914067,,,Algeria,,,vpn,19:58:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
tunnel-stats,0,N/A,c6f689df9825970a/023e9ebcfb86c0c1,2024-07-18,,,,276595,,,,1721328525528836744,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,293521272,,41.111.161.37,14514,,,397823579,,,Algeria,,,vpn,19:48:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721328062089745263,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,19:41:02,0,,ssl,event,+0100,N/A,,root,,,,
