action,assigned,bandwidth,cfgattr,cfgobj,cfgpath,cfgtid,community,cpu,date,dhcp_msg,disk,disklograte,dstip,dstport,duration,eventtime,fazlograte,field,freediskstorage,from,gateway,hostname,interface,ip,lease,level,logdesc,logid,mac,mem,method,msg,mtu,name,new_value,old_value,profile,reason,role,scope,server,setuprate,sn,srcip,srcport,state,status,stitch,stitchaction,subtype,sysuptime,time,total,totalsession,trigger,type,tz,ui,used,user,uuid,vd,version,waninfo
perf-stats,,7888/5505,,,,,,0,2024-07-18,,0,0,,,,1721280526918235868,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20650, setup-rate: 125",,,,,,,,,,125,,,,,,,,system,228717,06:28:47,,20650,,event,+0100,,,,,root,,"name=port6,bytes=124614573670/17992957468,packets=112972077/46272318;"
,,,,,,,,,2024-07-18,,,,,,,1721280499960452579,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.129.6:443,,,,,,,,,,,,,,,update,,,system,,06:28:20,,,,event,+0100,,,,,root,,
perf-stats,,7209/4947,,,,,,0,2024-07-18,,0,0,,,,1721280226923602108,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20028, setup-rate: 113",,,,,,,,,,113,,,,,,,,system,228417,06:23:47,,20028,,event,+0100,,,,,root,,"name=port6,bytes=124428060063/17985251618,packets=112815969/46215902;"
perf-stats,,8656/6214,,,,,,0,2024-07-18,,0,0,,,,1721279926923699587,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20126, setup-rate: 82",,,,,,,,,,82,,,,,,,,system,228117,06:18:47,,20126,,event,+0100,,,,,root,,"name=port6,bytes=124209698792/17977632492,packets=112639485/46141644;"
perf-stats,,7736/5183,,,,,,0,2024-07-18,,0,0,,,,1721279626922081263,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20049, setup-rate: 91",,,,,,,,,,91,,,,,,,,system,227817,06:13:47,,20049,,event,+0100,,,,,root,,"name=port6,bytes=124027246656/17971109882,packets=112487688/46086512;"
perf-stats,,7275/5223,,,,,,0,2024-07-18,,0,0,,,,1721279326923638671,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20314, setup-rate: 81",,,,,,,,,,81,,,,,,,,system,227517,06:08:47,,20314,,event,+0100,,,,,root,,"name=port6,bytes=123844765685/17965563569,packets=112337070/46033893;"
perf-stats,,9274/7002,,,,,,0,2024-07-18,,0,0,,,,1721279026923699259,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20047, setup-rate: 141",,,,,,,,,,141,,,,,,,,system,227217,06:03:47,,20047,,event,+0100,,,,,root,,"name=port6,bytes=123669223707/17959504936,packets=112186410/45981204;"
,,,,,,,,,2024-07-18,,,,,,,1721278731970931412,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721278731970930364,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721278731970928986,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721278731970927010,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,21,,,event,+0100,,18,,,root,,
perf-stats,,6527/4789,,,,,,0,2024-07-18,,0,0,,,,1721278726915557341,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20712, setup-rate: 96",,,,,,,,,,96,,,,,,,,system,226917,05:58:47,,20712,,event,+0100,,,,,root,,"name=port6,bytes=123497560334/17950781968,packets=112038877/45928918;"
update,,,,,,,,,2024-07-18,,,,,,,1721278718763057866,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,05:58:39,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721278697809602944,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05898) etdb(92.05898) exdb(1.00000) avai(2.17184) mmdb(92.05898) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,05:58:18,,,,event,+0100,,,,,root,,
perf-stats,,6760/4887,,,,,,0,2024-07-18,,0,0,,,,1721278426917125753,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  21187, setup-rate: 114",,,,,,,,,,114,,,,,,,,system,226617,05:53:47,,21187,,event,+0100,,,,,root,,"name=port6,bytes=123319868968/17940782008,packets=111885935/45872351;"
perf-stats,,6342/4335,,,,,,0,2024-07-18,,0,0,,,,1721278126920674898,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20682, setup-rate: 106",,,,,,,,,,106,,,,,,,,system,226317,05:48:47,,20682,,event,+0100,,,,,root,,"name=port6,bytes=123143345284/17931468205,packets=111732281/45814305;"
perf-stats,,7148/4488,,,,,,0,2024-07-18,,0,0,,,,1721277826915671977,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20651, setup-rate: 99",,,,,,,,,,99,,,,,,,,system,226017,05:43:47,,20651,,event,+0100,,,,,root,,"name=port6,bytes=122973923118/17925497873,packets=111585563/45760295;"
perf-stats,,7803/5358,,,,,,0,2024-07-18,,0,0,,,,1721277526919996850,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  21208, setup-rate: 165",,,,,,,,,,165,,,,,,,,system,225717,05:38:47,,21208,,event,+0100,,,,,root,,"name=port6,bytes=122792715832/17918599851,packets=111429941/45701821;"
perf-stats,,11060/8206,,,,,,0,2024-07-18,,0,0,,,,1721277226919587057,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20029, setup-rate: 156",,,,,,,,,,156,,,,,,,,system,225417,05:33:47,,20029,,event,+0100,,,,,root,,"name=port6,bytes=122613613764/17912215942,packets=111275872/45644400;"
perf-stats,,9512/6764,,,,,,0,2024-07-18,,0,0,,,,1721276926918424019,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20676, setup-rate: 173",,,,,,,,,,173,,,,,,,,system,225117,05:28:47,,20676,,event,+0100,,,,,root,,"name=port6,bytes=122435442301/17905838587,packets=111122557/45587089;"
update,,,,,,,,,2024-07-18,,,,,,,1721276912827480228,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,05:28:33,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721276892152173061,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05897) etdb(92.05897) exdb(1.00000) avai(2.17184) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,05:28:12,,,,event,+0100,,,,,root,,
perf-stats,,8165/5455,,,,,,0,2024-07-18,,0,0,,,,1721276626925056352,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20411, setup-rate: 144",,,,,,,,,,144,,,,,,,,system,224817,05:23:47,,20411,,event,+0100,,,,,root,,"name=port6,bytes=122254823102/17899839911,packets=110969125/45530500;"
perf-stats,,8716/6052,,,,,,0,2024-07-18,,0,0,,,,1721276326924773972,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20257, setup-rate: 161",,,,,,,,,,161,,,,,,,,system,224517,05:18:47,,20257,,event,+0100,,,,,root,,"name=port6,bytes=122080253691/17894124747,packets=110821816/45477900;"
perf-stats,,9333/6439,,,,,,0,2024-07-18,,0,0,,,,1721276026924895948,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20816, setup-rate: 129",,,,,,,,,,129,,,,,,,,system,224217,05:13:47,,20816,,event,+0100,,,,,root,,"name=port6,bytes=121904982562/17884869356,packets=110673672/45423188;"
perf-stats,,8831/6129,,,,,,0,2024-07-18,,0,0,,,,1721275726922492577,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19655, setup-rate: 136",,,,,,,,,,136,,,,,,,,system,223917,05:08:47,,19655,,event,+0100,,,,,root,,"name=port6,bytes=121728006066/17879072837,packets=110524210/45368803;"
perf-stats,,7257/5037,,,,,,0,2024-07-18,,0,0,,,,1721275426923256985,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20137, setup-rate: 136",,,,,,,,,,136,,,,,,,,system,223617,05:03:47,,20137,,event,+0100,,,,,root,,"name=port6,bytes=121551873262/17872829840,packets=110375540/45317169;"
,,,,,,,,,2024-07-18,,,,,,,1721275156653463579,,,,log,,,,,,notice,Automation stitch triggered,0100046600,,,,stitch:Security Rating Notification is triggered.,,,,,,,,,,,,,,,,Security Rating Notification,Security Rating Notification_ios-notification,system,,04:59:17,,,Security Rating Notification,event,+0100,,,,,root,,
update,,,,,,,,,2024-07-18,,,,,,,1721275136773254063,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,04:58:57,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721275131971030891,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721275131971029779,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721275131971027100,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721275131971025281,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,21,,,event,+0100,,18,,,root,,
perf-stats,,5559/3907,,,,,,0,2024-07-18,,0,0,,,,1721275126923089534,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19965, setup-rate: 124",,,,,,,,,,124,,,,,,,,system,223317,04:58:47,,19965,,event,+0100,,,,,root,,"name=port6,bytes=121381230474/17864730703,packets=110229042/45266092;"
,,,,,,,,,2024-07-18,,,,,,,1721275115818782739,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05897) etdb(92.05897) exdb(1.00000) avai(2.17183) mmdb(92.05897) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,04:58:36,,,,event,+0100,,,,,root,,
perf-stats,,5244/3539,,,,,,0,2024-07-18,,0,0,,,,1721274826916900948,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20500, setup-rate: 128",,,,,,,,,,128,,,,,,,,system,223017,04:53:47,,20500,,event,+0100,,,,,root,,"name=port6,bytes=121213328935/17855032045,packets=110085964/45215927;"
perf-stats,,8209/5831,,,,,,0,2024-07-18,,0,0,,,,1721274526921375410,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20379, setup-rate: 127",,,,,,,,,,127,,,,,,,,system,222717,04:48:47,,20379,,event,+0100,,,,,root,,"name=port6,bytes=121039640498/17845403762,packets=109937384/45162445;"
perf-stats,,7441/4827,,,,,,0,2024-07-18,,0,0,,,,1721274226922409326,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19880, setup-rate: 125",,,,,,,,,,125,,,,,,,,system,222417,04:43:47,,19880,,event,+0100,,,,,root,,"name=port6,bytes=120866260916/17838880623,packets=109790033/45109974;"
perf-stats,,7998/5409,,,,,,0,2024-07-18,,0,0,,,,1721273926922603057,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20749, setup-rate: 124",,,,,,,,,,124,,,,,,,,system,222117,04:38:47,,20749,,event,+0100,,,,,root,,"name=port6,bytes=120698205680/17834048032,packets=109649384/45063834;"
perf-stats,,6713/4456,,,,,,0,2024-07-18,,0,0,,,,1721273626923381136,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20267, setup-rate: 139",,,,,,,,,,139,,,,,,,,system,221817,04:33:47,,20267,,event,+0100,,,,,root,,"name=port6,bytes=120523630147/17828292608,packets=109501074/45011967;"
perf-stats,,7931/5324,,,,,,0,2024-07-18,,0,0,,,,1721273326915406883,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20004, setup-rate: 124",,,,,,,,,,124,,,,,,,,system,221517,04:28:47,,20004,,event,+0100,,,,,root,,"name=port6,bytes=120350007049/17822609820,packets=109353434/44959734;"
,,,,,,,,,2024-07-18,,,,,,,1721273292268385050,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.142.6:443,,,,,,,,,,,,,,,update,,,system,,04:28:12,,,,event,+0100,,,,,root,,
perf-stats,,5323/3597,,,,,,0,2024-07-18,,0,0,,,,1721273026913042363,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20082, setup-rate: 157",,,,,,,,,,157,,,,,,,,system,221217,04:23:47,,20082,,event,+0100,,,,,root,,"name=port6,bytes=120177059489/17816896685,packets=109206959/44908508;"
perf-stats,,7935/5256,,,,,,0,2024-07-18,,0,0,,,,1721272726913664248,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20058, setup-rate: 169",,,,,,,,,,169,,,,,,,,system,220917,04:18:47,,20058,,event,+0100,,,,,root,,"name=port6,bytes=120005519724/17811293290,packets=109061430/44857122;"
perf-stats,,7307/5074,,,,,,0,2024-07-18,,0,0,,,,1721272426905389008,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19609, setup-rate: 107",,,,,,,,,,107,,,,,,,,system,220617,04:13:47,,19609,,event,+0100,,,,,root,,"name=port6,bytes=119831890492/17805622177,packets=108914296/44805014;"
perf-stats,,7217/5183,,,,,,0,2024-07-18,,0,0,,,,1721272126897154382,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20533, setup-rate: 130",,,,,,,,,,130,,,,,,,,system,220317,04:08:47,,20533,,event,+0100,,,,,root,,"name=port6,bytes=119658725079/17798538618,packets=108767709/44753425;"
perf-stats,,8245/5563,,,,,,0,2024-07-18,,0,0,,,,1721271826899599441,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20200, setup-rate: 120",,,,,,,,,,120,,,,,,,,system,220017,04:03:47,,20200,,event,+0100,,,,,root,,"name=port6,bytes=119505522739/17793393113,packets=108637454/44708307;"
update,,,,,,,,,2024-07-18,,,,,,,1721271742641916284,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,04:02:23,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721271721614513537,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05896) etdb(92.05896) exdb(1.00000) avai(2.17183) mmdb(92.05896) ffdb_full(7.03773) from 173.243.142.6:443,,,,,,,,,,,,,,,update,,,system,,04:02:02,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721271531966110366,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,03:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721271531966109389,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,03:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721271531966108254,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,03:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721271531966106533,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,03:58:52,21,,,event,+0100,,18,,,root,,
perf-stats,,8113/6175,,,,,,0,2024-07-18,,0,0,,,,1721271526898456566,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19870, setup-rate: 107",,,,,,,,,,107,,,,,,,,system,219717,03:58:47,,19870,,event,+0100,,,,,root,,"name=port6,bytes=119330787988/17762379989,packets=108479817/44639628;"
perf-stats,,7648/5088,,,,,,0,2024-07-18,,0,0,,,,1721271226897147530,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20321, setup-rate: 128",,,,,,,,,,128,,,,,,,,system,219417,03:53:47,,20321,,event,+0100,,,,,root,,"name=port6,bytes=119156419835/17747469970,packets=108329422/44581697;"
perf-stats,,8263/5520,,,,,,0,2024-07-18,,0,0,,,,1721270926895824579,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19785, setup-rate: 163",,,,,,,,,,163,,,,,,,,system,219117,03:48:47,,19785,,event,+0100,,,,,root,,"name=port6,bytes=118982858963/17738993564,packets=108183052/44529931;"
perf-stats,,4865/3299,,,,,,0,2024-07-18,,0,0,,,,1721270626896033052,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19980, setup-rate: 163",,,,,,,,,,163,,,,,,,,system,218817,03:43:47,,19980,,event,+0100,,,,,root,,"name=port6,bytes=118816143114/17734279889,packets=108044876/44487141;"
perf-stats,,4503/3160,,,,,,0,2024-07-18,,0,0,,,,1721270326896190997,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20361, setup-rate: 158",,,,,,,,,,158,,,,,,,,system,218517,03:38:47,,20361,,event,+0100,,,,,root,,"name=port6,bytes=118646605270/17728075071,packets=107905048/44444119;"
perf-stats,,7848/5403,,,,,,0,2024-07-18,,0,0,,,,1721270026898525078,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19905, setup-rate: 174",,,,,,,,,,174,,,,,,,,system,218217,03:33:47,,19905,,event,+0100,,,,,root,,"name=port6,bytes=118480843968/17723767233,packets=107769732/44404865;"
perf-stats,,7500/5045,,,,,,0,2024-07-18,,0,0,,,,1721269726900328275,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19697, setup-rate: 112",,,,,,,,,,112,,,,,,,,system,217917,03:28:47,,19697,,event,+0100,,,,,root,,"name=port6,bytes=118312889671/17718995655,packets=107631117/44362156;"
,,,,,,,,,2024-07-18,,,,,,,1721269693246457724,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,03:28:13,,,,event,+0100,,,,,root,,
perf-stats,,7096/4623,,,,,,0,2024-07-18,,0,0,,,,1721269426899485661,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19979, setup-rate: 128",,,,,,,,,,128,,,,,,,,system,217617,03:23:47,,19979,,event,+0100,,,,,root,,"name=port6,bytes=118144122020/17714340871,packets=107492263/44319803;"
perf-stats,,7677/5241,,,,,,0,2024-07-18,,0,0,,,,1721269126899316890,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20122, setup-rate: 149",,,,,,,,,,149,,,,,,,,system,217317,03:18:47,,20122,,event,+0100,,,,,root,,"name=port6,bytes=117974510406/17708218930,packets=107351028/44272087;"
perf-stats,,8275/5734,,,,,,0,2024-07-18,,0,0,,,,1721268826899201512,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20232, setup-rate: 170",,,,,,,,,,170,,,,,,,,system,217017,03:13:47,,20232,,event,+0100,,,,,root,,"name=port6,bytes=117802252789/17702472835,packets=107206185/44221113;"
perf-stats,,7692/5199,,,,,,0,2024-07-18,,0,0,,,,1721268526895471355,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19659, setup-rate: 139",,,,,,,,,,139,,,,,,,,system,216717,03:08:47,,19659,,event,+0100,,,,,root,,"name=port6,bytes=117628449435/17696778867,packets=107060886/44170060;"
perf-stats,,5071/3353,,,,,,0,2024-07-18,,0,0,,,,1721268226893622365,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20009, setup-rate: 147",,,,,,,,,,147,,,,,,,,system,216417,03:03:47,,20009,,event,+0100,,,,,root,,"name=port6,bytes=117455304497/17691215308,packets=106915433/44118882;"
,,,,,,,,,2024-07-18,,,,,,,1721267931926168450,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,02:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721267931926167328,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,02:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721267931926166030,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,02:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721267931926164221,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,02:58:52,21,,,event,+0100,,18,,,root,,
perf-stats,,8095/5431,,,,,,0,2024-07-18,,0,0,,,,1721267926891817075,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20109, setup-rate: 149",,,,,,,,,,149,,,,,,,,system,216117,02:58:47,,20109,,event,+0100,,,,,root,,"name=port6,bytes=117281577358/17671968671,packets=106762156/44057694;"
update,,,,,,,,,2024-07-18,,,,,,,1721267921062957816,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,02:58:41,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-18,,,,,,,1721267900104614552,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05895) etdb(92.05895) exdb(1.00000) avai(2.17182) mmdb(92.05895) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,02:58:20,,,,event,+0100,,,,,root,,
perf-stats,,7432/5246,,,,,,0,2024-07-18,,0,0,,,,1721267626893635122,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19728, setup-rate: 112",,,,,,,,,,112,,,,,,,,system,215817,02:53:47,,19728,,event,+0100,,,,,root,,"name=port6,bytes=117107420457/17662264973,packets=106614943/44004003;"
perf-stats,,8018/5301,,,,,,0,2024-07-18,,0,0,,,,1721267326893686921,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20391, setup-rate: 110",,,,,,,,,,110,,,,,,,,system,215517,02:48:47,,20391,,event,+0100,,,,,root,,"name=port6,bytes=116937400542/17654071921,packets=106472908/43955153;"
perf-stats,,6706/4476,,,,,,0,2024-07-18,,0,0,,,,1721267026887948663,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20248, setup-rate: 100",,,,,,,,,,100,,,,,,,,system,215217,02:43:47,,20248,,event,+0100,,,,,root,,"name=port6,bytes=116762332690/17648518525,packets=106326768/43904355;"
perf-stats,,6690/4615,,,,,,0,2024-07-18,,0,0,,,,1721266726892568947,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20388, setup-rate: 115",,,,,,,,,,115,,,,,,,,system,214917,02:38:47,,20388,,event,+0100,,,,,root,,"name=port6,bytes=116588761074/17643200133,packets=106181804/43854127;"
perf-stats,,6700/4427,,,,,,0,2024-07-18,,0,0,,,,1721266426893962993,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19975, setup-rate: 103",,,,,,,,,,103,,,,,,,,system,214617,02:33:47,,19975,,event,+0100,,,,,root,,"name=port6,bytes=116418413688/17638192984,packets=106040310/43807318;"
perf-stats,,6184/4458,,,,,,0,2024-07-18,,0,0,,,,1721266126887384790,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  20087, setup-rate: 92",,,,,,,,,,92,,,,,,,,system,214317,02:28:47,,20087,,event,+0100,,,,,root,,"name=port6,bytes=116249383387/17624478259,packets=105898292/43755171;"
