action,assigned,bandwidth,cfgattr,cfgobj,cfgpath,cfgtid,community,cpu,date,dhcp_msg,disk,disklograte,dstip,dstport,duration,eventtime,fazlograte,field,freediskstorage,from,gateway,hostname,interface,ip,lease,level,logdesc,logid,mac,mem,method,msg,mtu,name,new_value,old_value,profile,reason,role,scope,server,setuprate,sn,srcip,srcport,state,status,stitch,stitchaction,subtype,sysuptime,time,total,totalsession,trigger,type,tz,ui,used,user,uuid,vd,version,waninfo
perf-stats,,13606/9574,,,,,,0,2024-07-21,,0,0,,,,1721554427249747580,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  24815, setup-rate: 195",,,,,,,,,,195,,,,,,,,system,502617,10:33:47,,24815,,event,+0100,,,,,root,,"name=port6,bytes=274044718592/34417713547,packets=247667951/99262383;"
login,,,,,,,,,2024-07-21,,,,10.119.0.1,,,1721554427020296602,,,,,,,,,,information,Admin login successful,0100032001,,,https,Administrator admin logged in successfully from https(10.119.14.100),,,,,super_admin,none,,,,,1721554427,10.119.14.100,,,success,,,system,,10:33:46,,,,event,+0100,https(10.119.14.100),,admin,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721554222509796119,,,,,,BUZZ-4-Ultra,VLAN-2,10.119.3.101,604800,information,DHCP Ack log,0100026001,A2:D8:07:0F:2C:0D,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,10:30:22,,,,event,+0100,,,,,root,,
perf-stats,,37972/33668,,,,,,0,2024-07-21,,0,0,,,,1721554127248412787,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  24293, setup-rate: 143",,,,,,,,,,143,,,,,,,,system,502317,10:28:47,,24293,,event,+0100,,,,,root,,"name=port6,bytes=273843896046/34407843781,packets=247483942/99196637;"
,,,,,,,,,2024-07-21,,,,,,,1721554088310747560,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,10:28:08,,,,event,+0100,,,,,root,,
perf-stats,,22203/19345,,,,,,0,2024-07-21,,0,0,,,,1721553827248965774,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  24397, setup-rate: 200",,,,,,,,,,200,,,,,,,,system,502017,10:23:47,,24397,,event,+0100,,,,,root,,"name=port6,bytes=273638947665/34394247096,packets=247294026/99124642;"
perf-stats,,13654/9770,,,,,,0,2024-07-21,,0,0,,,,1721553527247563006,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  23843, setup-rate: 208",,,,,,,,,,208,,,,,,,,system,501717,10:18:47,,23843,,event,+0100,,,,,root,,"name=port6,bytes=273430272834/34379110673,packets=247097649/99048737;"
perf-stats,,40177/35437,,,,,,0,2024-07-21,,0,0,,,,1721553227252420201,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  23409, setup-rate: 158",,,,,,,,,,158,,,,,,,,system,501417,10:13:47,,23409,,event,+0100,,,,,root,,"name=port6,bytes=273232146986/34366042031,packets=246909944/98977372;"
perf-stats,,47638/53173,,,,,,0,2024-07-21,,0,0,,,,1721552927252310995,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  24174, setup-rate: 153",,,,,,,,,,153,,,,,,,,system,501117,10:08:47,,24174,,event,+0100,,,,,root,,"name=port6,bytes=273037367195/34345750994,packets=246722749/98904268;"
perf-stats,,59307/54873,,,,,,0,2024-07-21,,0,0,,,,1721552627246687688,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  24354, setup-rate: 189",,,,,,,,,,189,,,,,,,,system,500817,10:03:47,,24354,,event,+0100,,,,,root,,"name=port6,bytes=272830316492/34317136887,packets=246521703/98822454;"
,,,,,,,,,2024-07-21,,,,,,,1721552332494741652,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721552332494738810,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721552332494737336,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721552332494735544,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,21,,,event,+0100,,17,,,root,,
perf-stats,,41149/36165,,,,,,0,2024-07-21,,0,0,,,,1721552327248385023,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  25297, setup-rate: 251",,,,,,,,,,251,,,,,,,,system,500517,09:58:47,,25297,,event,+0100,,,,,root,,"name=port6,bytes=272602185759/34293918467,packets=246306955/98734094;"
update,,,,,,,,,2024-07-21,,,,,,,1721552315302681599,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,09:58:35,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721552294266444255,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05974) etdb(92.05974) exdb(1.00000) avai(2.17232) mmdb(92.05974) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,09:58:14,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721552134970068766,,,,,,DESKTOP-OV212SI,VLAN-2,10.119.3.102,604800,information,DHCP Ack log,0100026001,64:6E:E0:1B:84:D8,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,09:55:34,,,,event,+0100,,,,,root,,
perf-stats,,12787/8185,,,,,,1,2024-07-21,,0,0,,,,1721552027250454561,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 1, memory:  31, concurrent sessions:  25663, setup-rate: 186",,,,,,,,,,186,,,,,,,,system,500217,09:53:47,,25663,,event,+0100,,,,,root,,"name=port6,bytes=272397115029/34254851368,packets=246091654/98634037;"
perf-stats,,23914/19598,,,,,,0,2024-07-21,,0,0,,,,1721551727248190541,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  24607, setup-rate: 169",,,,,,,,,,169,,,,,,,,system,499917,09:48:47,,24607,,event,+0100,,,,,root,,"name=port6,bytes=272162830887/34161119957,packets=245853800/98496924;"
perf-stats,,34643/30037,,,,,,0,2024-07-21,,0,0,,,,1721551427246956309,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  26048, setup-rate: 173",,,,,,,,,,173,,,,,,,,system,499617,09:43:47,,26048,,event,+0100,,,,,root,,"name=port6,bytes=271928473619/33528802878,packets=245455454/98011578;"
,,,,,,,,,2024-07-21,Ack,,,,,,1721551235313164854,,,,,,BUZZ-4-Ultra,VLAN-2,10.119.3.101,604800,information,DHCP Ack log,0100026001,A2:D8:07:0F:2C:0D,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,09:40:35,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721551135771726176,,date-time,,,,,,,,notice,NTP server status changes to unreachable,0100032108,,,,"The IPv4 ntp server, ntp1.fortiguard.com(208.91.112.61), is determined unreachable at Sun Jul 21 09:38:55 2024",,,,,,,,,,,,,,,,,,system,,09:38:55,,,,event,+0100,NONE,,ntp_daemon,,root,,
perf-stats,,14031/10485,,,,,,0,2024-07-21,,0,0,,,,1721551127252333936,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  26031, setup-rate: 177",,,,,,,,,,177,,,,,,,,system,499317,09:38:47,,26031,,event,+0100,,,,,root,,"name=port6,bytes=271707661194/33374120708,packets=245206797/97843255;"
,,,,,,,,,2024-07-21,Ack,,,,,,1721550926298933704,,,,,,HUAWEI_P8_lite_2017-ea496,VLAN-2,10.119.3.109,604800,information,DHCP Ack log,0100026001,0C:8F:FF:33:F4:9E,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,09:35:26,,,,event,+0100,,,,,root,,
perf-stats,,14306/10505,,,,,,0,2024-07-21,,0,0,,,,1721550827253314242,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  24380, setup-rate: 146",,,,,,,,,,146,,,,,,,,system,499017,09:33:47,,24380,,event,+0100,,,,,root,,"name=port6,bytes=271499206924/33348633464,packets=245003357/97761544;"
,,,,,,,,,2024-07-21,,,,,,,1721550710047093533,,,,,,,,,,alert,Configuration changed,0100032102,,,,Configuration is changed in the admin session,,,,,,,,,,,,,,,,,,system,,09:31:49,,,,event,+0100,https(10.119.14.108),,adel,,root,,
logout,,,,,,,,,2024-07-21,,,,10.119.0.1,,975,1721550710047086644,,,,,,,,,,information,Admin logout successful,0100032003,,,https,Administrator adel timed out on https(10.119.14.108),,,,,,timeout,,,,,1721549735,10.119.14.108,,Config-Changed,success,,,system,,09:31:49,,,,event,+0100,https(10.119.14.108),,adel,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721550548303715165,,,,,,My-DELL,VLAN-2,10.119.3.103,604800,information,DHCP Ack log,0100026001,AC:67:5D:0B:32:31,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,09:29:08,,,,event,+0100,,,,,root,,
perf-stats,,54545/50115,,,,,,1,2024-07-21,,0,0,,,,1721550527249328475,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 1, memory:  31, concurrent sessions:  25866, setup-rate: 148",,,,,,,,,,148,,,,,,,,system,498717,09:28:47,,25866,,event,+0100,,,,,root,,"name=port6,bytes=271294278274/33333626272,packets=244810583/97689664;"
,,,,,,,,,2024-07-21,,,,,,,1721550494492001611,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,09:28:14,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721550459284500061,,,,,,DESKTOP-OV212SI,VLAN-2,10.119.3.102,604800,information,DHCP Ack log,0100026001,64:6E:E0:1B:84:D8,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,09:27:39,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721550434211458182,,,,,,POCO-X3-NFC,VLAN-2,10.119.3.104,604800,information,DHCP Ack log,0100026001,16:1C:A6:EA:62:86,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,09:27:14,,,,event,+0100,,,,,root,,
perf-stats,,31899/25391,,,,,,0,2024-07-21,,0,0,,,,1721550227247190901,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  25347, setup-rate: 125",,,,,,,,,,125,,,,,,,,system,498417,09:23:47,,25347,,event,+0100,,,,,root,,"name=port6,bytes=271083061930/33292948581,packets=244599928/97595657;"
,,,,,,,,,2024-07-21,,,,,,,1721549969394541006,,,,,,,,,,information,FortiToken-Cloud data received,0100053010,,,,data is updated,,,,,,,1,,,,,,,,,,,system,,09:19:29,,,,event,+0100,,,,,root,,
perf-stats,,13072/10334,,,,,,0,2024-07-21,,0,0,,,,1721549927248935029,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  25556, setup-rate: 134",,,,,,,,,,134,,,,,,,,system,498117,09:18:47,,25556,,event,+0100,,,,,root,,"name=port6,bytes=270877296477/33276182672,packets=244402679/97518064;"
Add,,,interface[port17]max-packet-count[5000],port17_root,firewall.on-demand-sniffer,212075042,,,2024-07-21,,,,,,,1721549811901682944,,,,,,,,,,information,Object attribute configured,0100044547,,,,Add firewall.on-demand-sniffer port17_root,,,,,,,,,,,,,,,,,,system,,09:16:51,,,,event,+0100,GUI(10.119.14.108),,adel,,root,,
login,,,,,,,,,2024-07-21,,,,10.119.0.1,,,1721549735289322837,,,,,,,,,,information,Admin login successful,0100032001,,,https,Administrator adel logged in successfully from https(10.119.14.108),,,,,super_admin,none,,,,,1721549735,10.119.14.108,,,success,,,system,,09:15:35,,,,event,+0100,https(10.119.14.108),,adel,,root,,
perf-stats,,11681/8981,,,,,,0,2024-07-21,,0,0,,,,1721549627252017666,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  26606, setup-rate: 172",,,,,,,,,,172,,,,,,,,system,497817,09:13:47,,26606,,event,+0100,,,,,root,,"name=port6,bytes=270655909118/33260393965,packets=244191739/97435407;"
logout,,,,,,,,,2024-07-21,,,,10.119.0.1,,470,1721549443878682503,,,,,,,,,,information,Admin logout successful,0100032003,,,https,Administrator adel timed out on https(10.119.14.108),,,,,,timeout,,,,,1721548973,10.119.14.108,,,success,,,system,,09:10:43,,,,event,+0100,https(10.119.14.108),,adel,,root,,
perf-stats,,44908/39867,,,,,,0,2024-07-21,,0,0,,,,1721549327250111737,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  27348, setup-rate: 163",,,,,,,,,,163,,,,,,,,system,497517,09:08:47,,27348,,event,+0100,,,,,root,,"name=port6,bytes=270406770932/33241130086,packets=243959464/97337168;"
perf-stats,,31079/25922,,,,,,0,2024-07-21,,0,0,,,,1721549027254743038,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  25734, setup-rate: 168",,,,,,,,,,168,,,,,,,,system,497217,09:03:47,,25734,,event,+0100,,,,,root,,"name=port6,bytes=270174243966/33219923779,packets=243738364/97248516;"
login,,,,,,,,,2024-07-21,,,,10.119.0.1,,,1721548973757715450,,,,,,,,,,information,Admin login successful,0100032001,,,https,Administrator adel logged in successfully from https(10.119.14.108),,,,,super_admin,none,,,,,1721548973,10.119.14.108,,,success,,,system,,09:02:53,,,,event,+0100,https(10.119.14.108),,adel,,root,,
logout,,,,,,,,,2024-07-21,,,,10.119.0.1,,1033,1721548842656144132,,,,,,,,,,information,Admin logout successful,0100032003,,,https,Administrator adel timed out on https(10.119.14.108),,,,,,timeout,,,,,1721547809,10.119.14.108,,,success,,,system,,09:00:42,,,,event,+0100,https(10.119.14.108),,adel,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721548732479802829,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,08:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721548732479801990,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,08:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721548732479800732,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,08:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721548732479798987,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,08:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,38277/35588,,,,,,0,2024-07-21,,0,0,,,,1721548727251285026,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  25939, setup-rate: 196",,,,,,,,,,196,,,,,,,,system,496917,08:58:47,,25939,,event,+0100,,,,,root,,"name=port6,bytes=269937495339/33199719529,packets=243515542/97159308;"
update,,,,,,,,,2024-07-21,,,,,,,1721548715776142789,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,08:58:35,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721548694803083236,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05973) etdb(92.05973) exdb(1.00000) avai(2.17231) mmdb(92.05973) from 173.243.129.6:443,,,,,,,,,,,,,,,update,,,system,,08:58:14,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721548430611717967,,,,,,OPPO-A93,VLAN-2,10.119.3.120,604800,information,DHCP Ack log,0100026001,EE:1D:71:87:23:67,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:53:50,,,,event,+0100,,,,,root,,
perf-stats,,28078/20354,,,,,,0,2024-07-21,,0,0,,,,1721548427247663547,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  25695, setup-rate: 205",,,,,,,,,,205,,,,,,,,system,496617,08:53:47,,25695,,event,+0100,,,,,root,,"name=port6,bytes=269713094356/33175186788,packets=243301276/97072894;"
,,,,,,,,,2024-07-21,Ack,,,,,,1721548248737643879,,,,,,DESKTOP-OV212SI,VLAN-2,10.119.3.102,604800,information,DHCP Ack log,0100026001,64:6E:E0:1B:84:D8,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:50:48,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721548157726543430,,,,,,BUZZ-4-Ultra,VLAN-2,10.119.3.101,604800,information,DHCP Ack log,0100026001,A2:D8:07:0F:2C:0D,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:49:17,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721548157683627790,,,,,,BUZZ-4-Ultra,VLAN-2,10.119.3.101,604800,information,DHCP Ack log,0100026001,A2:D8:07:0F:2C:0D,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:49:17,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721548157609479828,,,,,,BUZZ-4-Ultra,VLAN-2,10.119.3.101,604800,information,DHCP Ack log,0100026001,A2:D8:07:0F:2C:0D,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:49:17,,,,event,+0100,,,,,root,,
perf-stats,,49348/45676,,,,,,0,2024-07-21,,0,0,,,,1721548127254760002,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 0, memory:  31, concurrent sessions:  27851, setup-rate: 146",,,,,,,,,,146,,,,,,,,system,496317,08:48:47,,27851,,event,+0100,,,,,root,,"name=port6,bytes=269504848711/33160501309,packets=243103975/97004109;"
perf-stats,,19713/14586,,,,,,3,2024-07-21,,0,0,,,,1721547827255014363,0,,0,,,,,,,notice,System performance statistics,0100040704,,31,,"Performance statistics: average CPU: 3, memory:  31, concurrent sessions:  28719, setup-rate: 221",,,,,,,,,,221,,,,,,,,system,496017,08:43:47,,28719,,event,+0100,,,,,root,,"name=port6,bytes=269285404628/33142983345,packets=242897005/96932303;"
login,,,,,,,,,2024-07-21,,,,10.119.0.1,,,1721547809920470214,,,,,,,,,,information,Admin login successful,0100032001,,,https,Administrator adel logged in successfully from https(10.119.14.108),,,,,super_admin,none,,,,,1721547809,10.119.14.108,,,success,,,system,,08:43:29,,,,event,+0100,https(10.119.14.108),,adel,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721547654810838117,,,,,,POCO-X3-NFC,VLAN-2,10.119.3.104,604800,information,DHCP Ack log,0100026001,16:1C:A6:EA:62:86,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:40:54,,,,event,+0100,,,,,root,,
perf-stats,,21761/17821,,,,,,0,2024-07-21,,0,0,,,,1721547527250868890,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  27556, setup-rate: 179",,,,,,,,,,179,,,,,,,,system,495717,08:38:47,,27556,,event,+0100,,,,,root,,"name=port6,bytes=269046682654/33127443044,packets=242674314/96850985;"
perf-stats,,12259/8814,,,,,,0,2024-07-21,,0,0,,,,1721547227250712537,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  24477, setup-rate: 133",,,,,,,,,,133,,,,,,,,system,495417,08:33:47,,24477,,event,+0100,,,,,root,,"name=port6,bytes=268818428926/33109402192,packets=242462819/96771423;"
,,,,,,,,,2024-07-21,Ack,,,,,,1721547214322274992,,,,,,My-DELL,VLAN-2,10.119.3.103,604800,information,DHCP Ack log,0100026001,AC:67:5D:0B:32:31,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:33:34,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,Ack,,,,,,1721546969214594493,,,,,,HONOR-X9b-5G,VLAN-2,10.119.3.107,604800,information,DHCP Ack log,0100026001,2A:29:8B:A0:20:46,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,system,,08:29:29,,,,event,+0100,,,,,root,,
perf-stats,,10135/10009,,,,,,0,2024-07-21,,0,0,,,,1721546927245934009,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  21920, setup-rate: 158",,,,,,,,,,158,,,,,,,,system,495117,08:28:47,,21920,,event,+0100,,,,,root,,"name=port6,bytes=268620413766/33087110463,packets=242275625/96696076;"
,,,,,,,,,2024-07-21,,,,,,,1721546889339766418,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,08:28:09,,,,event,+0100,,,,,root,,
perf-stats,,7529/5094,,,,,,0,2024-07-21,,0,0,,,,1721546627251196487,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19273, setup-rate: 92",,,,,,,,,,92,,,,,,,,system,494817,08:23:47,,19273,,event,+0100,,,,,root,,"name=port6,bytes=268452417690/33077247775,packets=242124575/96640302;"
perf-stats,,7138/4944,,,,,,0,2024-07-21,,0,0,,,,1721546327248125853,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19902, setup-rate: 99",,,,,,,,,,99,,,,,,,,system,494517,08:18:47,,19902,,event,+0100,,,,,root,,"name=port6,bytes=268289473348/33069577252,packets=241982626/96587979;"
perf-stats,,6501/4515,,,,,,0,2024-07-21,,0,0,,,,1721546027254454753,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  18830, setup-rate: 102",,,,,,,,,,102,,,,,,,,system,494217,08:13:47,,18830,,event,+0100,,,,,root,,"name=port6,bytes=268127324886/33060158327,packets=241839823/96535437;"
perf-stats,,3352/2023,,,,,,0,2024-07-21,,0,0,,,,1721545727248905280,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  17941, setup-rate: 75",,,,,,,,,,75,,,,,,,,system,493917,08:08:47,,17941,,event,+0100,,,,,root,,"name=port6,bytes=267948561463/33052039005,packets=241686475/96478906;"
perf-stats,,4512/2906,,,,,,0,2024-07-21,,0,0,,,,1721545427248987807,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  17850, setup-rate: 94",,,,,,,,,,94,,,,,,,,system,493617,08:03:47,,17850,,event,+0100,,,,,root,,"name=port6,bytes=267794887180/33044681865,packets=241552278/96430947;"
,,,,,,,,,2024-07-21,,,,,,,1721545156802083608,,,,log,,,,,,notice,Automation stitch triggered,0100046600,,,,stitch:Security Rating Notification is triggered.,,,,,,,,,,,,,,,,Security Rating Notification,Security Rating Notification_ios-notification,system,,07:59:17,,,Security Rating Notification,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721545132464817529,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,07:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721545132464816479,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,07:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721545132464813845,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,07:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721545132464812163,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,07:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,6713/5093,,,,,,2,2024-07-21,,0,0,,,,1721545127248537739,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 2, memory:  30, concurrent sessions:  18023, setup-rate: 129",,,,,,,,,,129,,,,,,,,system,493317,07:58:47,,18023,,event,+0100,,,,,root,,"name=port6,bytes=267651830872/33034055601,packets=241426916/96387209;"
update,,,,,,,,,2024-07-21,,,,,,,1721545124493525167,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,07:58:44,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721545103464748629,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05972) etdb(92.05972) exdb(1.00000) avai(2.17231) mmdb(92.05972) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,07:58:23,,,,event,+0100,,,,,root,,
perf-stats,,5730/3815,,,,,,0,2024-07-21,,0,0,,,,1721544827249386063,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  18252, setup-rate: 130",,,,,,,,,,130,,,,,,,,system,493017,07:53:47,,18252,,event,+0100,,,,,root,,"name=port6,bytes=267513126297/33024509694,packets=241305590/96346149;"
perf-stats,,7274/4732,,,,,,0,2024-07-21,,0,0,,,,1721544527254510070,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  19044, setup-rate: 154",,,,,,,,,,154,,,,,,,,system,492717,07:48:47,,19044,,event,+0100,,,,,root,,"name=port6,bytes=267372832111/33015541958,packets=241182478/96304796;"
